Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Year,Month,Day,Weekday Name,Revenue Per Unit,Gender Code,High Value,Customer Age Group,Season ,Quarter,Year-Month,,,,,,,Sales Performance,
187,07-06-2023,CUST187,Female,64,Clothing,2,50,100,2023,June,7,Wednesday,50,0,No,46+,Monsoon,2,2023-06,,,,,,,,
188,03-05-2023,CUST188,Male,40,Clothing,3,25,75,2023,May,3,Wednesday,25,1,No,31-45,Summer,2,2023-05,,,,,,,,
189,30-01-2023,CUST189,Male,63,Beauty,1,50,50,2023,January,30,Monday,50,1,No,46+,Winter,1,2023-01,,,,,,,,
190,04-05-2023,CUST190,Female,60,Beauty,3,30,90,2023,May,4,Thursday,30,0,No,46+,Summer,2,2023-05,,,,,,,,
191,18-10-2023,CUST191,Male,64,Beauty,1,25,25,2023,October,18,Wednesday,25,1,No,46+,Autumn,4,2023-10,,,,,,,,
192,10-02-2023,CUST192,Male,62,Beauty,2,50,100,2023,February,10,Friday,50,1,No,46+,Winter,1,2023-02,,,,,,,,
193,13-02-2023,CUST193,Male,35,Beauty,3,500,1500,2023,February,13,Monday,500,1,Yes,31-45,Winter,1,2023-02,,,,,,,,
194,06-09-2023,CUST194,Male,55,Clothing,4,50,200,2023,September,6,Wednesday,50,1,No,46+,Monsoon,3,2023-09,,,,,,,,
195,05-02-2023,CUST195,Male,52,Clothing,1,30,30,2023,February,5,Sunday,30,1,No,46+,Winter,1,2023-02,,,,,,,,
196,30-09-2023,CUST196,Female,32,Clothing,3,300,900,2023,September,30,Saturday,300,0,No,31-45,Monsoon,3,2023-09,,,,,,,,
197,06-03-2023,CUST197,Female,42,Clothing,4,50,200,2023,March,6,Monday,50,0,No,31-45,Summer,1,2023-03,,,,,,,,
198,07-03-2023,CUST198,Female,54,Beauty,3,300,900,2023,March,7,Tuesday,300,0,No,46+,Summer,1,2023-03,,,,,,,,
199,04-12-2023,CUST199,Male,45,Beauty,3,500,1500,2023,December,4,Monday,500,1,Yes,31-45,Winter,4,2023-12,,,,,,,,
200,01-09-2023,CUST200,Male,27,Beauty,3,50,150,2023,September,1,Friday,50,1,No,18-30,Monsoon,3,2023-09,,,,,,,,
201,09-10-2023,CUST201,Male,56,Electronics,1,25,25,2023,October,9,Monday,25,1,No,46+,Autumn,4,2023-10,,,,,,,,
202,26-03-2023,CUST202,Female,34,Clothing,4,300,1200,2023,March,26,Sunday,300,0,Yes,31-45,Summer,1,2023-03,,,,,,,,
203,16-05-2023,CUST203,Male,56,Clothing,2,500,1000,2023,May,16,Tuesday,500,1,No,46+,Summer,2,2023-05,,,,,,,,
204,28-09-2023,CUST204,Male,39,Beauty,1,25,25,2023,September,28,Thursday,25,1,No,31-45,Monsoon,3,2023-09,,,,,,,,
205,07-11-2023,CUST205,Female,43,Clothing,1,25,25,2023,November,7,Tuesday,25,0,No,31-45,Autumn,4,2023-11,,,,,,,,
206,05-08-2023,CUST206,Male,61,Clothing,1,25,25,2023,August,5,Saturday,25,1,No,46+,Monsoon,3,2023-08,,,,,,,,
207,19-04-2023,CUST207,Female,42,Beauty,2,25,50,2023,April,19,Wednesday,25,0,No,31-45,Summer,2,2023-04,,,,,,,,
208,04-10-2023,CUST208,Female,34,Electronics,4,50,200,2023,October,4,Wednesday,50,0,No,31-45,Autumn,4,2023-10,,,,,,,,
209,20-12-2023,CUST209,Female,30,Electronics,4,50,200,2023,December,20,Wednesday,50,0,No,18-30,Winter,4,2023-12,,,,,,,,
210,13-04-2023,CUST210,Male,37,Electronics,4,50,200,2023,April,13,Thursday,50,1,No,31-45,Summer,2,2023-04,,,,,,,,
211,01-01-2024,CUST211,Male,42,Beauty,3,500,1500,2024,January,1,Monday,500,1,Yes,31-45,Winter,1,2024-01,,,,,,,,
212,09-06-2023,CUST212,Male,21,Clothing,3,500,1500,2023,June,9,Friday,500,1,Yes,18-30,Monsoon,2,2023-06,,,,,,,,
213,24-07-2023,CUST213,Male,27,Beauty,3,500,1500,2023,July,24,Monday,500,1,Yes,18-30,Monsoon,3,2023-07,,,,,,,,
214,10-12-2023,CUST214,Male,20,Beauty,2,30,60,2023,December,10,Sunday,30,1,No,18-30,Winter,4,2023-12,,,,,,,,
215,29-11-2023,CUST215,Male,58,Clothing,3,500,1500,2023,November,29,Wednesday,500,1,Yes,46+,Autumn,4,2023-11,,,,,,,,
216,11-07-2023,CUST216,Male,62,Electronics,2,50,100,2023,July,11,Tuesday,50,1,No,46+,Monsoon,3,2023-07,,,,,,,,
217,13-08-2023,CUST217,Female,35,Electronics,4,50,200,2023,August,13,Sunday,50,0,No,31-45,Monsoon,3,2023-08,,,,,,,,
218,22-09-2023,CUST218,Male,64,Beauty,3,30,90,2023,September,22,Friday,30,1,No,46+,Monsoon,3,2023-09,,,,,,,,
219,20-08-2023,CUST219,Female,53,Electronics,3,30,90,2023,August,20,Sunday,30,0,No,46+,Monsoon,3,2023-08,,,,,,,,
220,03-03-2023,CUST220,Male,64,Beauty,1,500,500,2023,March,3,Friday,500,1,No,46+,Summer,1,2023-03,,,,,,,,
221,07-05-2023,CUST221,Male,39,Beauty,2,300,600,2023,May,7,Sunday,300,1,No,31-45,Summer,2,2023-05,,,,,,,,
222,26-04-2023,CUST222,Male,51,Clothing,4,30,120,2023,April,26,Wednesday,30,1,No,46+,Summer,2,2023-04,,,,,,,,
223,02-02-2023,CUST223,Female,64,Clothing,1,25,25,2023,February,2,Thursday,25,0,No,46+,Winter,1,2023-02,,,,,,,,
224,23-06-2023,CUST224,Female,25,Clothing,1,50,50,2023,June,23,Friday,50,0,No,18-30,Monsoon,2,2023-06,,,,,,,,
225,11-01-2023,CUST225,Female,57,Beauty,4,25,100,2023,January,11,Wednesday,25,0,No,46+,Winter,1,2023-01,,,,,,,,
226,29-10-2023,CUST226,Female,61,Clothing,1,50,50,2023,October,29,Sunday,50,0,No,46+,Autumn,4,2023-10,,,,,,,,
227,11-10-2023,CUST227,Male,36,Electronics,2,50,100,2023,October,11,Wednesday,50,1,No,31-45,Autumn,4,2023-10,,,,,,,,
228,28-04-2023,CUST228,Female,59,Electronics,2,30,60,2023,April,28,Friday,30,0,No,46+,Summer,2,2023-04,,,,,,,,
229,29-10-2023,CUST229,Male,58,Beauty,3,30,90,2023,October,29,Sunday,30,1,No,46+,Autumn,4,2023-10,,,,,,,,
230,23-04-2023,CUST230,Male,54,Beauty,1,25,25,2023,April,23,Sunday,25,1,No,46+,Summer,2,2023-04,,,,,,,,
231,04-01-2023,CUST231,Female,23,Clothing,3,50,150,2023,January,4,Wednesday,50,0,No,18-30,Winter,1,2023-01,,,,,,,,
232,06-02-2023,CUST232,Female,43,Beauty,1,25,25,2023,February,6,Monday,25,0,No,31-45,Winter,1,2023-02,,,,,,,,
233,29-12-2023,CUST233,Female,51,Beauty,2,300,600,2023,December,29,Friday,300,0,No,46+,Winter,4,2023-12,,,,,,,,
234,20-11-2023,CUST234,Female,62,Electronics,2,25,50,2023,November,20,Monday,25,0,No,46+,Autumn,4,2023-11,,,,,,,,
235,31-01-2023,CUST235,Female,23,Electronics,2,500,1000,2023,January,31,Tuesday,500,0,No,18-30,Winter,1,2023-01,,,,,,,,
236,28-04-2023,CUST236,Female,54,Clothing,1,25,25,2023,April,28,Friday,25,0,No,46+,Summer,2,2023-04,,,,,,,,
237,04-02-2023,CUST237,Female,50,Beauty,2,500,1000,2023,February,4,Saturday,500,0,No,46+,Winter,1,2023-02,,,,,,,,
238,17-01-2023,CUST238,Female,39,Beauty,1,500,500,2023,January,17,Tuesday,500,0,No,31-45,Winter,1,2023-01,,,,,,,,
239,19-06-2023,CUST239,Male,38,Electronics,3,500,1500,2023,June,19,Monday,500,1,Yes,31-45,Monsoon,2,2023-06,,,,,,,,
240,06-02-2023,CUST240,Female,23,Beauty,1,300,300,2023,February,6,Monday,300,0,No,18-30,Winter,1,2023-02,,,,,,,,
241,21-09-2023,CUST241,Female,23,Electronics,3,25,75,2023,September,21,Thursday,25,0,No,18-30,Monsoon,3,2023-09,,,,,,,,
242,02-05-2023,CUST242,Male,21,Clothing,1,25,25,2023,May,2,Tuesday,25,1,No,18-30,Summer,2,2023-05,,,,,,,,
243,23-05-2023,CUST243,Female,47,Electronics,3,300,900,2023,May,23,Tuesday,300,0,No,46+,Summer,2,2023-05,,,,,,,,
244,09-12-2023,CUST244,Male,28,Beauty,2,50,100,2023,December,9,Saturday,50,1,No,18-30,Winter,4,2023-12,,,,,,,,
245,06-09-2023,CUST245,Male,47,Clothing,3,30,90,2023,September,6,Wednesday,30,1,No,46+,Monsoon,3,2023-09,,,,,,,,
246,20-04-2023,CUST246,Female,48,Electronics,2,25,50,2023,April,20,Thursday,25,0,No,46+,Summer,2,2023-04,,,,,,,,
247,04-10-2023,CUST247,Male,41,Electronics,2,30,60,2023,October,4,Wednesday,30,1,No,31-45,Autumn,4,2023-10,,,,,,,,
248,09-03-2023,CUST248,Male,26,Clothing,3,300,900,2023,March,9,Thursday,300,1,No,18-30,Summer,1,2023-03,,,,,,,,
249,20-10-2023,CUST249,Male,20,Clothing,1,50,50,2023,October,20,Friday,50,1,No,18-30,Autumn,4,2023-10,,,,,,,,
250,23-10-2023,CUST250,Male,48,Electronics,1,50,50,2023,October,23,Monday,50,1,No,46+,Autumn,4,2023-10,,,,,,,,
251,31-08-2023,CUST251,Female,57,Beauty,4,50,200,2023,August,31,Thursday,50,0,No,46+,Monsoon,3,2023-08,,,,,,,,
252,05-05-2023,CUST252,Male,54,Electronics,1,300,300,2023,May,5,Friday,300,1,No,46+,Summer,2,2023-05,,,,,,,,
253,31-08-2023,CUST253,Female,53,Clothing,4,500,2000,2023,August,31,Thursday,500,0,Yes,46+,Monsoon,3,2023-08,,,,,,,,
254,28-07-2023,CUST254,Male,41,Electronics,1,500,500,2023,July,28,Friday,500,1,No,31-45,Monsoon,3,2023-07,,,,,,,,
255,08-04-2023,CUST255,Male,48,Clothing,1,30,30,2023,April,8,Saturday,30,1,No,46+,Summer,2,2023-04,,,,,,,,
256,18-02-2023,CUST256,Male,23,Clothing,2,500,1000,2023,February,18,Saturday,500,1,No,18-30,Winter,1,2023-02,,,,,,,,
257,19-02-2023,CUST257,Male,19,Beauty,4,500,2000,2023,February,19,Sunday,500,1,Yes,18-30,Winter,1,2023-02,,,,,,,,
258,04-12-2023,CUST258,Female,37,Clothing,1,50,50,2023,December,4,Monday,50,0,No,31-45,Winter,4,2023-12,,,,,,,,
259,09-08-2023,CUST259,Female,45,Clothing,4,50,200,2023,August,9,Wednesday,50,0,No,31-45,Monsoon,3,2023-08,,,,,,,,
260,01-07-2023,CUST260,Male,28,Beauty,2,30,60,2023,July,1,Saturday,30,1,No,18-30,Monsoon,3,2023-07,,,,,,,,
261,05-08-2023,CUST261,Male,21,Clothing,2,25,50,2023,August,5,Saturday,25,1,No,18-30,Monsoon,3,2023-08,,,,,,,,
262,30-07-2023,CUST262,Female,32,Beauty,4,30,120,2023,July,30,Sunday,30,0,No,31-45,Monsoon,3,2023-07,,,,,,,,
263,28-08-2023,CUST263,Male,23,Beauty,2,30,60,2023,August,28,Monday,30,1,No,18-30,Monsoon,3,2023-08,,,,,,,,
264,28-01-2023,CUST264,Male,47,Clothing,3,300,900,2023,January,28,Saturday,300,1,No,46+,Winter,1,2023-01,,,,,,,,
265,11-12-2023,CUST265,Male,55,Clothing,3,300,900,2023,December,11,Monday,300,1,No,46+,Winter,4,2023-12,,,,,,,,
266,01-12-2023,CUST266,Female,19,Electronics,2,30,60,2023,December,1,Friday,30,0,No,18-30,Winter,4,2023-12,,,,,,,,
267,27-11-2023,CUST267,Female,32,Beauty,3,30,90,2023,November,27,Monday,30,0,No,31-45,Autumn,4,2023-11,,,,,,,,
268,20-02-2023,CUST268,Female,28,Electronics,1,30,30,2023,February,20,Monday,30,0,No,18-30,Winter,1,2023-02,,,,,,,,
269,01-02-2023,CUST269,Male,25,Clothing,4,500,2000,2023,February,1,Wednesday,500,1,Yes,18-30,Winter,1,2023-02,,,,,,,,
270,26-07-2023,CUST270,Male,43,Electronics,1,300,300,2023,July,26,Wednesday,300,1,No,31-45,Monsoon,3,2023-07,,,,,,,,
271,23-06-2023,CUST271,Female,62,Beauty,4,30,120,2023,June,23,Friday,30,0,No,46+,Monsoon,2,2023-06,,,,,,,,
272,25-02-2023,CUST272,Female,61,Electronics,2,50,100,2023,February,25,Saturday,50,0,No,46+,Winter,1,2023-02,,,,,,,,
273,08-05-2023,CUST273,Female,22,Beauty,1,50,50,2023,May,8,Monday,50,0,No,18-30,Summer,2,2023-05,,,,,,,,
274,09-04-2023,CUST274,Female,23,Clothing,2,500,1000,2023,April,9,Sunday,500,0,No,18-30,Summer,2,2023-04,,,,,,,,
275,08-04-2023,CUST275,Male,43,Clothing,2,500,1000,2023,April,8,Saturday,500,1,No,31-45,Summer,2,2023-04,,,,,,,,
276,02-10-2023,CUST276,Female,21,Beauty,4,25,100,2023,October,2,Monday,25,0,No,18-30,Autumn,4,2023-10,,,,,,,,
277,18-08-2023,CUST277,Male,36,Clothing,4,25,100,2023,August,18,Friday,25,1,No,31-45,Monsoon,3,2023-08,,,,,,,,
278,13-03-2023,CUST278,Female,37,Clothing,4,25,100,2023,March,13,Monday,25,0,No,31-45,Summer,1,2023-03,,,,,,,,
279,05-08-2023,CUST279,Male,50,Clothing,1,500,500,2023,August,5,Saturday,500,1,No,46+,Monsoon,3,2023-08,,,,,,,,
280,04-04-2023,CUST280,Female,37,Clothing,3,500,1500,2023,April,4,Tuesday,500,0,Yes,31-45,Summer,2,2023-04,,,,,,,,
281,23-05-2023,CUST281,Female,29,Beauty,4,500,2000,2023,May,23,Tuesday,500,0,Yes,18-30,Summer,2,2023-05,,,,,,,,
282,25-08-2023,CUST282,Female,64,Electronics,4,50,200,2023,August,25,Friday,50,0,No,46+,Monsoon,3,2023-08,,,,,,,,
283,08-05-2023,CUST283,Female,18,Electronics,1,500,500,2023,May,8,Monday,500,0,No,18-30,Summer,2,2023-05,,,,,,,,
284,08-02-2023,CUST284,Male,43,Clothing,4,50,200,2023,February,8,Wednesday,50,1,No,31-45,Winter,1,2023-02,,,,,,,,
285,15-08-2023,CUST285,Female,31,Electronics,1,25,25,2023,August,15,Tuesday,25,0,No,31-45,Monsoon,3,2023-08,,,,,,,,
286,09-10-2023,CUST286,Male,55,Electronics,2,25,50,2023,October,9,Monday,25,1,No,46+,Autumn,4,2023-10,,,,,,,,
287,20-02-2023,CUST287,Male,54,Clothing,4,25,100,2023,February,20,Monday,25,1,No,46+,Winter,1,2023-02,,,,,,,,
288,26-01-2023,CUST288,Male,28,Clothing,4,30,120,2023,January,26,Thursday,30,1,No,18-30,Winter,1,2023-01,,,,,,,,
289,30-11-2023,CUST289,Male,53,Electronics,2,30,60,2023,November,30,Thursday,30,1,No,46+,Autumn,4,2023-11,,,,,,,,
290,04-10-2023,CUST290,Female,30,Beauty,2,300,600,2023,October,4,Wednesday,300,0,No,18-30,Autumn,4,2023-10,,,,,,,,
291,08-01-2023,CUST291,Male,60,Clothing,2,300,600,2023,January,8,Sunday,300,1,No,46+,Winter,1,2023-01,,,,,,,,
292,17-02-2023,CUST292,Male,20,Beauty,4,300,1200,2023,February,17,Friday,300,1,Yes,18-30,Winter,1,2023-02,,,,,,,,
293,02-05-2023,CUST293,Male,50,Electronics,3,30,90,2023,May,2,Tuesday,30,1,No,46+,Summer,2,2023-05,,,,,,,,
294,27-03-2023,CUST294,Female,23,Clothing,3,30,90,2023,March,27,Monday,30,0,No,18-30,Summer,1,2023-03,,,,,,,,
295,28-07-2023,CUST295,Female,27,Beauty,3,300,900,2023,July,28,Friday,300,0,No,18-30,Monsoon,3,2023-07,,,,,,,,
296,06-09-2023,CUST296,Female,22,Clothing,4,300,1200,2023,September,6,Wednesday,300,0,Yes,18-30,Monsoon,3,2023-09,,,,,,,,
297,04-09-2023,CUST297,Female,40,Electronics,2,500,1000,2023,September,4,Monday,500,0,No,31-45,Monsoon,3,2023-09,,,,,,,,
298,20-04-2023,CUST298,Male,27,Beauty,4,300,1200,2023,April,20,Thursday,300,1,Yes,18-30,Summer,2,2023-04,,,,,,,,
299,25-07-2023,CUST299,Male,61,Electronics,2,500,1000,2023,July,25,Tuesday,500,1,No,46+,Monsoon,3,2023-07,,,,,,,,
300,31-01-2023,CUST300,Female,19,Electronics,4,50,200,2023,January,31,Tuesday,50,0,No,18-30,Winter,1,2023-01,,,,,,,,
301,26-03-2023,CUST301,Male,30,Clothing,4,30,120,2023,March,26,Sunday,30,1,No,18-30,Summer,1,2023-03,,,,,,,,
302,14-07-2023,CUST302,Male,57,Beauty,2,300,600,2023,July,14,Friday,300,1,No,46+,Monsoon,3,2023-07,,,,,,,,
303,02-01-2023,CUST303,Male,19,Electronics,3,30,90,2023,January,2,Monday,30,1,No,18-30,Winter,1,2023-01,,,,,,,,
304,19-07-2023,CUST304,Female,37,Electronics,2,30,60,2023,July,19,Wednesday,30,0,No,31-45,Monsoon,3,2023-07,,,,,,,,
305,16-05-2023,CUST305,Female,18,Beauty,1,30,30,2023,May,16,Tuesday,30,0,No,18-30,Summer,2,2023-05,,,,,,,,
306,21-08-2023,CUST306,Male,54,Electronics,1,50,50,2023,August,21,Monday,50,1,No,46+,Monsoon,3,2023-08,,,,,,,,
307,27-05-2023,CUST307,Female,26,Electronics,2,25,50,2023,May,27,Saturday,25,0,No,18-30,Summer,2,2023-05,,,,,,,,
308,05-08-2023,CUST308,Female,34,Beauty,4,300,1200,2023,August,5,Saturday,300,0,Yes,31-45,Monsoon,3,2023-08,,,,,,,,
309,23-12-2023,CUST309,Female,26,Beauty,1,25,25,2023,December,23,Saturday,25,0,No,18-30,Winter,4,2023-12,,,,,,,,
310,12-10-2023,CUST310,Female,28,Beauty,1,25,25,2023,October,12,Thursday,25,0,No,18-30,Autumn,4,2023-10,,,,,,,,
311,05-12-2023,CUST311,Female,32,Beauty,4,25,100,2023,December,5,Tuesday,25,0,No,31-45,Winter,4,2023-12,,,,,,,,
312,07-09-2023,CUST312,Male,41,Clothing,4,30,120,2023,September,7,Thursday,30,1,No,31-45,Monsoon,3,2023-09,,,,,,,,
313,21-03-2023,CUST313,Female,55,Beauty,3,500,1500,2023,March,21,Tuesday,500,0,Yes,46+,Summer,1,2023-03,,,,,,,,
314,08-04-2023,CUST314,Male,52,Clothing,4,30,120,2023,April,8,Saturday,30,1,No,46+,Summer,2,2023-04,,,,,,,,
315,01-06-2023,CUST315,Male,47,Clothing,2,30,60,2023,June,1,Thursday,30,1,No,46+,Monsoon,2,2023-06,,,,,,,,
316,22-04-2023,CUST316,Female,48,Clothing,2,25,50,2023,April,22,Saturday,25,0,No,46+,Summer,2,2023-04,,,,,,,,
317,30-01-2023,CUST317,Male,22,Electronics,3,30,90,2023,January,30,Monday,30,1,No,18-30,Winter,1,2023-01,,,,,,,,
318,24-10-2023,CUST318,Male,61,Clothing,1,25,25,2023,October,24,Tuesday,25,1,No,46+,Autumn,4,2023-10,,,,,,,,
319,05-10-2023,CUST319,Male,31,Clothing,1,500,500,2023,October,5,Thursday,500,1,No,31-45,Autumn,4,2023-10,,,,,,,,
320,01-02-2023,CUST320,Female,28,Electronics,4,300,1200,2023,February,1,Wednesday,300,0,Yes,18-30,Winter,1,2023-02,,,,,,,,
321,10-06-2023,CUST321,Female,26,Electronics,2,25,50,2023,June,10,Saturday,25,0,No,18-30,Monsoon,2,2023-06,,,,,,,,
322,30-01-2023,CUST322,Male,51,Electronics,1,500,500,2023,January,30,Monday,500,1,No,46+,Winter,1,2023-01,,,,,,,,
323,26-01-2023,CUST323,Female,29,Beauty,3,300,900,2023,January,26,Thursday,300,0,No,18-30,Winter,1,2023-01,,,,,,,,
324,27-10-2023,CUST324,Female,52,Electronics,3,50,150,2023,October,27,Friday,50,0,No,46+,Autumn,4,2023-10,,,,,,,,
325,02-09-2023,CUST325,Female,52,Electronics,2,25,50,2023,September,2,Saturday,25,0,No,46+,Monsoon,3,2023-09,,,,,,,,
326,15-09-2023,CUST326,Female,18,Clothing,3,25,75,2023,September,15,Friday,25,0,No,18-30,Monsoon,3,2023-09,,,,,,,,
327,29-09-2023,CUST327,Male,57,Electronics,3,50,150,2023,September,29,Friday,50,1,No,46+,Monsoon,3,2023-09,,,,,,,,
328,22-03-2023,CUST328,Male,39,Beauty,2,50,100,2023,March,22,Wednesday,50,1,No,31-45,Summer,1,2023-03,,,,,,,,
329,30-01-2023,CUST329,Female,46,Electronics,4,25,100,2023,January,30,Monday,25,0,No,46+,Winter,1,2023-01,,,,,,,,
330,18-09-2023,CUST330,Female,25,Beauty,4,50,200,2023,September,18,Monday,50,0,No,18-30,Monsoon,3,2023-09,,,,,,,,
331,11-02-2023,CUST331,Male,28,Electronics,3,30,90,2023,February,11,Saturday,30,1,No,18-30,Winter,1,2023-02,,,,,,,,
332,06-04-2023,CUST332,Male,58,Electronics,4,300,1200,2023,April,6,Thursday,300,1,Yes,46+,Summer,2,2023-04,,,,,,,,
333,05-02-2023,CUST333,Female,54,Electronics,4,300,1200,2023,February,5,Sunday,300,0,Yes,46+,Winter,1,2023-02,,,,,,,,
334,01-11-2023,CUST334,Male,31,Electronics,3,300,900,2023,November,1,Wednesday,300,1,No,31-45,Autumn,4,2023-11,,,,,,,,
335,04-02-2023,CUST335,Female,47,Beauty,4,30,120,2023,February,4,Saturday,30,0,No,46+,Winter,1,2023-02,,,,,,,,
336,12-12-2023,CUST336,Female,52,Beauty,3,50,150,2023,December,12,Tuesday,50,0,No,46+,Winter,4,2023-12,,,,,,,,
337,01-05-2023,CUST337,Male,38,Clothing,1,500,500,2023,May,1,Monday,500,1,No,31-45,Summer,2,2023-05,,,,,,,,
338,26-07-2023,CUST338,Male,54,Beauty,2,50,100,2023,July,26,Wednesday,50,1,No,46+,Monsoon,3,2023-07,,,,,,,,
339,03-03-2023,CUST339,Female,22,Electronics,2,25,50,2023,March,3,Friday,25,0,No,18-30,Summer,1,2023-03,,,,,,,,
340,19-10-2023,CUST340,Female,36,Clothing,4,300,1200,2023,October,19,Thursday,300,0,Yes,31-45,Autumn,4,2023-10,,,,,,,,
341,07-05-2023,CUST341,Male,31,Clothing,4,50,200,2023,May,7,Sunday,50,1,No,31-45,Summer,2,2023-05,,,,,,,,
342,24-10-2023,CUST342,Female,43,Clothing,4,500,2000,2023,October,24,Tuesday,500,0,Yes,31-45,Autumn,4,2023-10,,,,,,,,
343,01-11-2023,CUST343,Male,21,Electronics,2,25,50,2023,November,1,Wednesday,25,1,No,18-30,Autumn,4,2023-11,,,,,,,,
344,21-01-2023,CUST344,Female,42,Beauty,1,30,30,2023,January,21,Saturday,30,0,No,31-45,Winter,1,2023-01,,,,,,,,
345,14-11-2023,CUST345,Male,62,Electronics,1,30,30,2023,November,14,Tuesday,30,1,No,46+,Autumn,4,2023-11,,,,,,,,
346,11-02-2023,CUST346,Male,59,Clothing,2,500,1000,2023,February,11,Saturday,500,1,No,46+,Winter,1,2023-02,,,,,,,,
347,03-08-2023,CUST347,Male,42,Electronics,1,25,25,2023,August,3,Thursday,25,1,No,31-45,Monsoon,3,2023-08,,,,,,,,
348,03-12-2023,CUST348,Female,35,Electronics,2,300,600,2023,December,3,Sunday,300,0,No,31-45,Winter,4,2023-12,,,,,,,,
349,26-10-2023,CUST349,Female,57,Beauty,1,50,50,2023,October,26,Thursday,50,0,No,46+,Autumn,4,2023-10,,,,,,,,
350,17-10-2023,CUST350,Male,25,Beauty,3,25,75,2023,October,17,Tuesday,25,1,No,18-30,Autumn,4,2023-10,,,,,,,,
351,25-09-2023,CUST351,Female,56,Clothing,3,30,90,2023,September,25,Monday,30,0,No,46+,Monsoon,3,2023-09,,,,,,,,
352,11-06-2023,CUST352,Male,57,Electronics,2,500,1000,2023,June,11,Sunday,500,1,No,46+,Monsoon,2,2023-06,,,,,,,,
353,14-05-2023,CUST353,Male,31,Electronics,1,500,500,2023,May,14,Sunday,500,1,No,31-45,Summer,2,2023-05,,,,,,,,
354,15-04-2023,CUST354,Female,49,Beauty,4,50,200,2023,April,15,Saturday,50,0,No,46+,Summer,2,2023-04,,,,,,,,
355,09-12-2023,CUST355,Female,55,Electronics,1,500,500,2023,December,9,Saturday,500,0,No,46+,Winter,4,2023-12,,,,,,,,
356,10-06-2023,CUST356,Male,50,Electronics,3,500,1500,2023,June,10,Saturday,500,1,Yes,46+,Monsoon,2,2023-06,,,,,,,,
357,03-05-2023,CUST357,Female,40,Electronics,3,25,75,2023,May,3,Wednesday,25,0,No,31-45,Summer,2,2023-05,,,,,,,,
358,16-05-2023,CUST358,Female,32,Beauty,1,300,300,2023,May,16,Tuesday,300,0,No,31-45,Summer,2,2023-05,,,,,,,,
359,22-07-2023,CUST359,Male,50,Clothing,1,50,50,2023,July,22,Saturday,50,1,No,46+,Monsoon,3,2023-07,,,,,,,,
360,09-03-2023,CUST360,Male,42,Clothing,4,25,100,2023,March,9,Thursday,25,1,No,31-45,Summer,1,2023-03,,,,,,,,
361,10-12-2023,CUST361,Female,34,Electronics,4,300,1200,2023,December,10,Sunday,300,0,Yes,31-45,Winter,4,2023-12,,,,,,,,
362,27-11-2023,CUST362,Male,50,Clothing,1,25,25,2023,November,27,Monday,25,1,No,46+,Autumn,4,2023-11,,,,,,,,
363,03-06-2023,CUST363,Male,64,Beauty,1,25,25,2023,June,3,Saturday,25,1,No,46+,Monsoon,2,2023-06,,,,,,,,
364,23-08-2023,CUST364,Female,19,Beauty,1,500,500,2023,August,23,Wednesday,500,0,No,18-30,Monsoon,3,2023-08,,,,,,,,
365,11-06-2023,CUST365,Male,31,Clothing,1,300,300,2023,June,11,Sunday,300,1,No,31-45,Monsoon,2,2023-06,,,,,,,,
366,07-02-2023,CUST366,Male,57,Clothing,2,50,100,2023,February,7,Tuesday,50,1,No,46+,Winter,1,2023-02,,,,,,,,
367,05-01-2023,CUST367,Female,57,Electronics,1,50,50,2023,January,5,Thursday,50,0,No,46+,Winter,1,2023-01,,,,,,,,
368,23-08-2023,CUST368,Female,56,Clothing,4,300,1200,2023,August,23,Wednesday,300,0,Yes,46+,Monsoon,3,2023-08,,,,,,,,
369,15-11-2023,CUST369,Male,23,Electronics,3,500,1500,2023,November,15,Wednesday,500,1,Yes,18-30,Autumn,4,2023-11,,,,,,,,
370,16-10-2023,CUST370,Male,23,Electronics,2,30,60,2023,October,16,Monday,30,1,No,18-30,Autumn,4,2023-10,,,,,,,,
371,21-02-2023,CUST371,Female,20,Beauty,1,25,25,2023,February,21,Tuesday,25,0,No,18-30,Winter,1,2023-02,,,,,,,,
372,07-02-2023,CUST372,Female,24,Beauty,3,500,1500,2023,February,7,Tuesday,500,0,Yes,18-30,Winter,1,2023-02,,,,,,,,
373,03-10-2023,CUST373,Female,25,Beauty,2,300,600,2023,October,3,Tuesday,300,0,No,18-30,Autumn,4,2023-10,,,,,,,,
374,20-04-2023,CUST374,Female,59,Beauty,3,25,75,2023,April,20,Thursday,25,0,No,46+,Summer,2,2023-04,,,,,,,,
375,17-09-2023,CUST375,Male,32,Clothing,1,50,50,2023,September,17,Sunday,50,1,No,31-45,Monsoon,3,2023-09,,,,,,,,
376,16-05-2023,CUST376,Female,64,Beauty,1,30,30,2023,May,16,Tuesday,30,0,No,46+,Summer,2,2023-05,,,,,,,,
377,09-03-2023,CUST377,Female,46,Clothing,4,50,200,2023,March,9,Thursday,50,0,No,46+,Summer,1,2023-03,,,,,,,,
378,28-06-2023,CUST378,Male,50,Beauty,1,300,300,2023,June,28,Wednesday,300,1,No,46+,Monsoon,2,2023-06,,,,,,,,
379,05-02-2023,CUST379,Female,47,Clothing,1,25,25,2023,February,5,Sunday,25,0,No,46+,Winter,1,2023-02,,,,,,,,
